PoliceDepartment,UserID,SenderScreename,UserName,senderDescription,senderFollowers,senderFriends,senderTFF,UserLocation,senderLocationTag,sender.agency,sender.comention,sendTFF_range,PDLocation,UserRole
SFPD,77005833,stuart_sf,Stuart Burden,"Social justice advocate, champion of effective philanthropy & CSR, bicyclist, yoga practitioner, adventurous traveler, and coffee enthusiast. Opinions = mine.",118,186,0.634408602,San Francisco,Local,0,0,<1,"San Francisco, CA",Other Sectors
NYPDnews,77029462,andrewtavani,Andrew Tavani,ME @WomenintheWorld | Formerly @AOL/@HuffingtonPost | News junkie | Emmy winner | Phils fan | Views are my own | Was once RT'd by @dennisrodman,2407,348,6.916666667,"Ridgewood, NJ | Manhattan",Non-Local,0,0,2->10,New York City,Other Sectors
oaklandpoliceca,77046881,pchoak,hon of hons,,40,185,0.216216216,CA,Non-Local,0,0,<1,"Oakland, CA",Not Provided
NYPDnews,77092819,ahrcanum,ahrcanum,"Tinfoil hat wearing farmer. Astronomy, politics to the R- clinging to God, Bible, guns. Verified CEO Czar.",1625,1837,0.884594447,"3rd planet from Sun, USA",Non-Local,0,0,<1,New York City,Not Identified
NYPDnews,77398316,kennyalbert,Kenny Albert,"FOX Sports/MSG Network play-by-play broadcaster - NFL on FOX, MLB on FOX, NY Rangers, NY Knicks, NHL on NBC",47867,1047,45.7182426,"íëíèT: 35.827727,-78.763075",Local,0,0,>10,New York City,Not Identified
SFPD,77514092,czarvolberding,Ben Volberding,"Engineer, woodworker, SF native...",152,337,0.451038576,"San Francisco, CA",Local,0,0,<1,"San Francisco, CA",Other Sectors
NYPDnews,77525588,303g14,GAR SEE YA-XIV,DENVER BRONCOS!!!!! and zombies also i am me good enough,477,1021,0.46718903,Denver,Non-Local,0,0,<1,New York City,Other Sectors
SFPD,77559781,thisisklinger,Liz,"Designer, entrepreneur, @dartmouth alum. Loves bacon, porchetta, and bacon.",130,239,0.543933054,"Berkeley, CA",Non-Local,0,0,<1,"San Francisco, CA",Other Sectors
NYPDnews,78005394,911_veterans,9-1-1 Veterans Inc ,501 (c)(3) charity assisting Long Island's Veterans #SOV #HonortheFallen,13829,6549,2.111620095,Long Island NY ,Local,0,0,>10,New York City,Not Identified
PortlandPolice,78217362,finallymohamed,Bubbles ,i should win a fucking award for being myself,467,593,0.787521079,Gotham,Non-Local,0,0,<1,"Portland, Oregon",Media
NYPDnews,78295067,rickrosanyc,Rick Rosa,"Self-Loathing Republican...I didn't lean left, they leaned right & left me in the middle - Hater of drunk drivers & bigots. Follow & UnFollow Back",1304,1898,0.687038988,New York CIty,Local,0,0,<1,New York City,Not Identified
SFPD,78374057,arupamericas,Arup Americas,"Arup in the Americas has a diverse staff in 14 offices offering planning, engineering and design services for buildings, consulting and infrastructure projects.",1455,683,2.130307467,"US, Canada, Brazil, + Colombia",Non-Local,0,0,>10,"San Francisco, CA",Not Identified
SFPD,78406355,stephchuang,Stephanie Chuang,"NBC Bay Area. Special Projects & SF reporter. A storyteller first.      Bay Area native w.stop in Chicago/Evanston (Go Wildcats!).

 Stephanie.Chuang@nbcuni.com",3106,487,6.377823409,StephanieChuang.com,Non-Local,0,0,>10,"San Francisco, CA",Media
PortlandPolice,78431251,rubyjewel,Ruby Jewel ,We all have a calling. Ours just happens to be ice cream.,1866,1389,1.343412527,"Portland, Oregon",Local,0,0,1->2,"Portland, Oregon",Not Identified
PortlandPolice,78486813,eric_ivy,Eric Iverson,"PDX, Beer, Bicycle Rights & BikeyFun",172,217,0.792626728,"íëíèT: 44.936854,-93.3439",Local,0,0,<1,"Portland, Oregon",Not Identified
detroitpolice,78576547,cpasky,Cynthia Pasky,"Founder & CEO, Strategic Staffing Solutions, international, $260 million IT and business services corporation. Chair, Downtown Detroit Partnership.",1236,1979,0.624557858,Detroit,Local,0,0,<1,"City of Detroit, MI",Other Sectors
NYPDnews,78620078,impacctbrooklyn,Pratt Area Community,"Bklyn's Leading Housing Organization, celebrating 50 yrs of Building Communities! Join our mailing list http://bit.ly/11TspbM - acct managed by @bikerchic650",1561,912,1.711622807,"Fort Greene, Brooklyn",Non-Local,0,0,1->2,New York City,Not Identified
NYPDnews,78730279,stelawr,Gnaws on Paws,"100% LION! :3 Physics student pursing space travel. I also talk art, furry, webdev, business, fitness, martial arts, games, metal & random insanity. #Cannabis",824,518,1.590733591,"Columbus, BROhio",Non-Local,0,0,1->2,New York City,Other Sectors
detroitpolice,78778106,dorothymb,Dorothy Wright,"AT&T Retiree. Proud volunteer for President Barack Obama! Love the Lord! I came from Greatness, I Attract Greatness & I Am Greatness!  Choir in Sparkle  Movie.",1358,558,2.433691756,"Southfield, Michigan",Non-Local,0,0,2->10,"City of Detroit, MI",Not Identified
SLMPD,78892407,handsup4justice, Loc'D Beauty,Agitator!!! --The rulers of this country have always considered their property more important than our lives.,3160,3110,1.01607717,,Missing,0,0,1->2,"St. Louis, MO",Not Identified
SFPD,78989741,deeevaaa,Fran,"Wrkd in unlim fields in SF Bev.Hills/CentCity, fmr prof singr, humanitarian, super hero 2 some who could not spk 4 thmslvs, HONEST, suffrd racism, detest LIARS",3829,4211,0.909285205,,Missing,0,0,<1,"San Francisco, CA",Not Identified
NYPDnews,79040662,chinoarboleda,Chino Arboleda,FREE 3 vs 3 basketball tournament for ages 11-25 in Brooklyn on June 13th at 9AM. Bring your 3 and take home the trophy. Follow @thecauseym,420,300,1.4,instagram/chinoarboleda,Non-Local,0,0,1->2,New York City,Not Identified
NYPDnews,79198828,istateyourname_,C,,815,1169,0.697177074,"Las Vegas, NV",Non-Local,0,0,<1,New York City,Not Provided
SFPD,79313316,theaveragevoter,Elliott ,"Living life to it's fullest everyday. Father,Mentor,Coach,#Capricorn #Cowboysnation #Bullsnation A RT doesn't mean a endorsement/disagreement, i'm simply amused",1061,751,1.412782956,Windy City,Non-Local,0,0,1->2,"San Francisco, CA",Other Sectors
CLEpolice,79336777,tipsy_toy,Tom,Cleveland Sports fan!! PSN : tipsy_toysoldier. Let's game together. :),251,567,0.442680776,Cleveland Ohio,Local,0,0,<1,"Cleveland, OH",Not Identified
PortlandPolice,79439212,sarahdelage,Sarah Delage,"Journo who runs on black coffee, sarcasm, & the smell of the ocean. MMJ for @WCSH6. Mass native. Links and retweets not endorsements/opinions my own.",3141,1688,1.860781991,"Portland, ME",Local,0,0,1->2,"Portland, Oregon",Not Identified
NYPDnews,79988110,marsdollarsign,Mar$,Musician/producer,77,428,0.179906542,London (uk),Non-Local,0,0,<1,New York City,Other Sectors
NYPDnews,80192595,rw8437,Rick,"ham radio operator, amateur photographer, and now, looking for lost years and the meaning of life.",202,268,0.753731343,,Missing,0,0,<1,New York City,Other Sectors
VBPD,80207844,eileenguo,Eileen Guo,"Entrepreneur, surfer, cat lady. I work on @Impassionaf, @paiwandgah, @afgsocialmedia, @WEF Global Agenda Council on #SocialMedia. #binders",2571,1463,1.757347915,"In between Kabul + Norfolk, VA",Local,0,0,1->2,"Virginia Beach, VA",Not Identified
NYPDnews,80330381,husainhaqqani,Husain Haqqani,Director (South & Central Asia) Hudson Institute. Former Pakistan Ambassador to the US 2008-2011,172427,593,290.7706577,"Washington, DC",Non-Local,0,0,>10,New York City,Other Sectors
NYPDnews,80511573,aabany,AABANY,"The Asian American Bar Association of New York, representing the interests of the Asian American legal community and the communities it serves.",597,288,2.072916667,New York,Local,0,0,2->10,New York City,Not Identified
NYPDnews,80686496,fortgreenepark,Fort Greene Park,"The Fort Greene Park Conservancy, a not-for-profit community organization dedicated to the restoration and upkeep of Fort Greene Park. Proudest of our park.",1668,617,2.703403566,"Brooklyn, NY",Local,0,0,2->10,New York City,Other Sectors
VBPD,80687676,tylashor,Rhody Fresh,"UAlbany Masshole | Pats, B's, Celts, Sox | Fear is a choice",356,312,1.141025641,"Wellesley, MA",Non-Local,0,0,1->2,"Virginia Beach, VA",Not Identified
PortlandPolice,80724223,duckswtd, Ducks WTD ,"Autzen is my Church. No huddle, no mercy.",315,41,7.682926829,Mighty Oregon,Non-Local,0,0,2->10,"Portland, Oregon",Not Identified
NYPDnews,80725920,benjie_m0lina,Œ´Œ£íó benjieiOS Œ´Œ£íó,Œ´Œ£íóApple FreakŒ´Œ£íó / Miembro de la Internatinal Networkers Team / photography / Facebook: Noti Benjie / Bombero / Firefighter / JW /,967,1130,0.855752212,"Marietta, GA",Non-Local,0,0,<1,New York City,Not Identified
oaklandpoliceca,80756492,mexicanarchist,Œ_í´Œ_Good Ass PoliticsŒ_í‡_,"https://twitter.com/HamasInfoEn/status/577553962733346817

Œ¿_íÇ_ Œ¿_íÇí£íÇí_ Œ¿Œ_íÇí£íÇŒæŒ¿Œ_Œ¿Œ_íÇí£",7934,838,9.46778043,Guadalajara via East L.A.,Local,0,0,2->10,"Oakland, CA",Not Identified
NYPDnews,81105542,chadrachman,Chad Rachman,Photographer - - Staff @NYPost - Paparazzi @StupidCancer  - #nauticalcommute,725,293,2.47440273,NYC,Local,0,0,>10,New York City,Other Sectors
NYPDnews,81212652,actressenzo,Œ_Œù_Amanda Burrell,"Actress,  Daughter, Social Drinker, Dancer, Singer, Soulful Spirit, Lover, Friend and Christian. #ARTISTA #FreeTheNipple Touring in #TheWiz. #1001Nights",645,273,2.362637363,"Œ_íèí_ New York, New York",Local,0,0,>10,New York City,Other Sectors
SLMPD,81240509,seanjjordan,Sean Jordan,"I read. I write. I think. I believe #BlackLivesMatter.



Retweets/follows do not indicate agreement or endorsement.",4538,446,10.17488789,"St. Louis, MO",Local,0,0,>10,"St. Louis, MO",Not Identified
NYPDnews,81245362,ahmadiyyatimes,Ahmadiyya Times,"The world's most updated private source of public news relating to all things Islam-Ahmadiyya. Also, follow our Editor at http://twitter.com/ijattala",12168,84,144.8571429,Available around the globe,Non-Local,0,0,>10,New York City,Media
VBPD,81278930,haleymriley,Haley,C'mon we global baby don't play,370,214,1.728971963,,Missing,0,0,1->2,"Virginia Beach, VA",Not Identified
NYPDnews,81387499,changeagent26,Celeste Leibowitz,"Nonprofit fundraiser with a focus on youth & LGBT causes; owner, Celestial Buttons. Loves genre fiction & memoirs. #UniteBlue",987,859,1.149010477,"Brooklyn, NY",Local,0,0,1->2,New York City,Not Identified
NYPDnews,81626170,batteryparktv,BatteryParkTV,We Inform,175,5,35,"Battery Park Lower Manhattan, ",Non-Local,0,0,>10,New York City,Not Identified
detroitpolice,81779839,coolpizzaman,very cool guy ,Detroit // Ann Arbor,487,1923,0.25325013,,Missing,0,0,<1,"City of Detroit, MI",Not Identified
NYPDnews,81926917,smoggy_scott,Scott,"Response PC, former Special Supt, son, grandson, brother, uncle, friend & colleague.",125,480,0.260416667,North East England,Non-Local,0,0,<1,New York City,Not Identified
NYPDnews,81951477,ntabrizy,Nilo Tabrizy,"Journalist at @VICENews | @AJEnglish, @columbiajourn & @UBC alum | writes, shoots, edits, eats pashmak | Canadian import | íÇŒæí_í_íÇí£íÇí_, duh",5967,699,8.536480687,"New York, NY",Local,0,0,2->10,New York City,Media
ScottsdalePD,81964969,zonastate1,Alicia ,Majored in Criminal Law '14 ~ @CCJ_ASU #ASU Alumni #Dbacks #Cardinals #Coyotes #Suns #Marvel,479,640,0.7484375,Arizona,Non-Local,0,0,<1,"Scottsdale, Arizona",Other Sectors
NYPDnews,82062026,kggonline,kggonline,,143,192,0.744791667,OC NY,Local,0,0,<1,New York City,Not Provided
NYPDnews,82126371,anthonysgoode,Anthony S. Goode,"Fire Chief. My opinions are just that, My Opinions! #LiveLife 

Visit: http://wilmfirechief.com",1928,1441,1.33795975,"City of Wilmington, Delaware",Local,0,0,1->2,New York City,Not Identified
NYPDnews,82163993,csiguy01,CSI Guy,UK Police Senior CSI just back from travelling the World. Blogger: http://ukcsi.blogspot.com - Crime Scene Photos on Throw Pillows:,2246,1168,1.922945205,UK,Non-Local,0,0,1->2,New York City,Police
NYPDnews,82223702,joetorresabc7,Joe Torres,Joe Torres reports and anchors the weekend evening news for Eyewitness News on WABC-TV.,8414,248,33.92741935,New York City,Local,0,0,>10,New York City,Media
NYPDnews,82234377,ems_junkie,Jess,"A mum, Nurse & Student Paramedic. Co-Chair-Student Paramedics Australasia, Survivor with a story to tell & a little bit of everything in between #FOAMed #FOANed",2305,839,2.747318236,Australia,Non-Local,0,0,2->10,New York City,Not Identified
SFPD,82300159,jo_elramos,Joíëíˆl Ramos,"Chessist, Regional Planning Director at TransForm, on SFMTA Board of Directors, Detroit Tigers, SF Giants & Oakland A's fan & has nothing but love 4 ya",390,348,1.120689655,"San Francisco, CA USA",Local,0,0,1->2,"San Francisco, CA",Other Sectors
SLMPD,82388116,kbellpd,Kim Bell,"Crime reporter, @stltoday and St. Louis Post-Dispatch",697,471,1.479830149,"St. Louis, MO",Local,0,0,1->2,"St. Louis, MO",Media
SFPD,82749412,petejamison,Peter Jamison,"Terrier maven, student of BBQ, metro reporter for @latimes. I love many things Southern and Western.",1027,705,1.456737589,"Los Angeles, CA",Non-Local,0,0,1->2,"San Francisco, CA",Media
NYPDnews,82774009,tomdurante,Tom Durante,"Mild-mannered New York Daily News homepage editor. Formerly of MailOnline, Fox News, LI Press, Albany Student Press and Friendly's. All puns are intended.",540,1030,0.524271845,"Brooklyn, NY",Local,0,0,<1,New York City,Media
NYPDnews,82882061,willbeekman,Will Beekman,Executive Director at @FMKirbyCenter. Husband to Katie. Father to Hannah Shea. @Penn_State grad. Long-suffering @Mets fan.,1265,1742,0.726176808,"Scranton, PA",Non-Local,0,0,<1,New York City,Other Sectors
NYPDnews,82909160,jaywalkn,Jay,Omnis Homo Mendax,790,285,2.771929825,secure undisclosed location,Non-Local,0,0,2->10,New York City,Not Identified
NYPDnews,82945896,partnership4nyc,Partnership for NYC,The Partnership for New York City and the Partnership Fund are non-profit organizations comprised of business leaders from top companies in the U.S.,6069,1436,4.22632312,"New York, NY",Local,0,0,>10,New York City,Other Sectors
NYPDnews,83147475,ursulinar,Ursulina Ramirez,NYCDOE. COS/social worker/policy wonk. Native Angeleno. Chicana. Opinions are my own.,347,309,1.122977346,Harlem ,Non-Local,0,0,1->2,New York City,Not Identified
SFPD,83291655,mrcleansf,Mohammed Nuru,,1593,791,2.013906448,,Missing,0,0,2->10,"San Francisco, CA",Not Provided
NYPDnews,83372488,skalifowitz,Steven Kalifowitz,"Leading Brand Strategy @Twitter in APAC + MENA. 

I'm hiring in India - follow the link below & apply today!",1898,1118,1.697674419,,Missing,0,0,1->2,New York City,Not Identified
PortlandPolice,83590169,cathymrmom,Cathy Smith,"The author ofThe Don't Do's In Business,dontdosinbusiness.blogspot.comI ama mother of 7 and grandmother of 1and wife of a wonderful christian husband",47,109,0.431192661,Wisconsin,Non-Local,0,0,<1,"Portland, Oregon",Other Sectors
NYPDnews,83714911,umirza1,Mercer,"Sometimes when you're on, you're REALLY f#*í«Œ£!ng on, and your friends, they sing along and they love you",104,164,0.634146341,Adventureland,Non-Local,0,0,<1,New York City,Not Identified
NYPDnews,83796316,palmasari,Philip Almasari,"Social Media professional at HootSuite helping the public sector to manage and measure all their social media activities Dad, gadget geek and audiophile.",499,861,0.579558653,London,Non-Local,0,0,<1,New York City,Other Sectors
SFPD,83883945,sf_interfaith,SFIC,"Celebrating our diverse faiths and spiritual traditions, the SFIC brings people together to build understanding and serve our community.",332,32,10.375,"San Francisco, CA",Local,0,0,>10,"San Francisco, CA",Not Identified
SFPD,83944147,fcookeksl,Frances Cooke,"Assignment Desk Editor for KSL. History junkie, life enthusiast. Opinions are my own.",298,302,0.986754967,Utah,Non-Local,0,0,<1,"San Francisco, CA",Media
NYPDnews,83960916,jerry_drama,Jerry Rosario,,233,634,0.367507886,"EAST NEW YORK, BK",Local,0,0,<1,New York City,Not Provided
CLEpolice,84094009,daveobrien_rc,Dave O'Brien,"Crime/courts reporter at the Record-Courier newspaper in Portage Co., Ohio. On MyLife's List of 100 Crime Experts to Follow on Twitter. RTs are not endorsements",663,686,0.966472303,"Kent, Ohio",Non-Local,0,0,<1,"Cleveland, OH",Media
SLMPD,84357046,slu_sps,SLU - SPS,"SLU for Busy Adults offers affordable, online Bachelor's & Master's degrees for working professionals. Learn more & apply online at http://busyadults.slu.edu",613,1066,0.575046904,St. Louis,Local,0,0,<1,"St. Louis, MO",Not Identified
ScottsdalePD,84515774,trailrunnerguy,John SchultzŒ_í£Œ¢,"Daddy, Runner, @BioSkin Sponsored, Ultramarathoner, Realtor, Former Oregon Duck runner, you'll find me on the trails in Scottsdale, AZ.",2247,1625,1.382769231,"Scottsdale, AZ",Local,0,0,1->2,"Scottsdale, Arizona",Not Identified
PortlandPolice,84520166,steveduin,Steve Duin,"@Oregonian columnist, author, adjunct UP writing prof and Golden Age comics collector.",2411,350,6.888571429,"Portland, OR",Local,0,0,>10,"Portland, Oregon",Media
SFPD,84647156,reynoldscameron,Reynolds Cameron,,18,51,0.352941176,Potrero Hill,Non-Local,0,0,<1,"San Francisco, CA",Not Provided
SFPD,84675758,bomasf,BOMA San Francisco,"Advancing the commercial real estate industry through advocacy, professional development, and information exchange.",2425,745,3.255033557,"San Francisco, CA",Local,0,0,>10,"San Francisco, CA",Not Identified
CLEpolice,84676081,megwyckoff,meg wyckoff,"old. business owner x2. publishing apps, games, books and stuff.",972,1918,0.506777894,,Missing,0,0,<1,"Cleveland, OH",Other Sectors
SLMPD,84906712,jcos24,Goku Super Baeyan,Proud owner of the worlds largest collection of Larry Hughes autographed rookie cards.,1157,900,1.285555556,StL ,Non-Local,0,0,1->2,"St. Louis, MO",Not Identified
CLEpolice,85096546,fire_leadership,Thomas Beers,"Father of 4, Firefighter, EMS Mgr @clevelandclinic, Author, Instructor, Op-Medic, NE Ohio Veterans Outreach Director @TeamRWB, runner, fisherman, Not a Giant",488,150,3.253333333,Greater Cleveland Metro,Local,0,0,>10,"Cleveland, OH",Other Sectors
NYPDnews,85151579,yulsan,Yul-san Liem,RTs not endorsements.,201,89,2.258426966,,Missing,0,0,>10,New York City,Not Identified
SLMPD,85430754,dejahsmommy,DEJAHSMOMMY,"God's child in spite of myself...Lover of Laughter, JOIN ME!!! :)",846,652,1.297546012,"St. Louis, MO",Local,0,0,1->2,"St. Louis, MO",Not Identified
